KEY,en,notes,sp,fr,de,it,pt-br,zh
EABILITY_CRATERHOWL_NAME,火山口嚎叫！,,Alarido de cráter,Cri étourdissant,Kraterheuler!,Ululato di Cratere!,Uivo de Cratera!,火山口嚎叫！
EABILITY_RAMPAGE_NAME,狂暴！,,¡Desenfreno!,Tout saccager&nbsp;!,Randale!,Furia Distruttiva!,Tumulto!,狂暴！
EABILITY_FURY_NAME,狂怒,,Furia,Furie,Furie,Furore,Fúria,狂怒
EABILITY_HOTPOKE_NAME,熱刺,,Empujón caliente,Pichenette brûlante,Heißer Stich,Pizzico Bollente,Ferro Quente,熱刺
EABILITY_TUMORTHROW_NAME,腫瘤投擲,,Lanzamiento de tumor,Lancer tumoral,Tumorwurf,Lancio del Tumore,Lançamento de Tumor,腫瘤投擲
EABILITY_WHISPER_NAME,低語,,Susurro,Murmure,Flüstern,Sussurro,Sussurro,低語
EABILITY_TWISTINGFLAMES_NAME,扭曲火焰,,Llamas serpenteantes,Flammes ondulantes,Verdrehte Flammen,Fiamme Torcenti,Chamas Esvoaçantes,扭曲火焰
EABILITY_TUMORDASH_NAME,腫瘤衝刺,,Carrera tumoral,Charge tumorale,Tumoransturm,Scatto del Tumore,Impulso de Tumor,腫瘤衝刺
EABILITY_SPITLAVA_NAME,吐出熔岩,,Escupitajo de lava,Crachat de lave,Lava spucken,Sputa Lava,Cuspir Lava,吐出熔岩
EABILITY_ZORP_NAME,佐普,,Zorp,Zorp,Zorp,Zorp,Zorp,佐普
EABILITY_DETECT_NAME,偵測,,Detección,Détection,Aufspüren,Individuazione,Detecção,偵測
EABILITY_SHEILDSUP_NAME,護盾開啓,,Escudos listos,Levée de boucliers,Schilde hoch,Scudi +,Escudos Erguidos,護盾開啓
EABILITY_ANNIHILASER_NAME,殲滅激光,,Aniquiláser,Annihilaser,Vernichtungslaser,Annichilaser,Aniquilaser,殲滅激光
EABILITY_MDASH_NAME,M-衝刺,,Megacarrera,M-Impulsion,M-Ansturm,Scatto-M,Impulso-M,M-衝刺
EABILITY_BEAMIN_NAME,光束傳送,,Rayo fuera,Rayon,Reinbeamen,Teletrasporto,Raio Interno,光束傳送
EABILITY_MSHEILD_NAME,M-護盾,,Megaescudo,Bouclier-M,M-Schild,Scudo-M,Escudo-M,M-護盾
EABILITY_PRIMEBLAST_NAME,主爆炸,,Primera explosión,Explosion primordiale,Urknall,Esplosione Primaria,Explosão Primordial,主爆炸
EABILITY_HOWL_NAME,嚎叫,,Alarido,Hurlement,Heuler,Ululato,Uivar,嚎叫
EABILITY_CHARM_NAME,魅惑,,Embrujo,Envoûtement,Charme,Ammaliamento,Feitiço,魅惑
EABILITY_CERBERUBFLUB_NAME,Cerberub Flub,,Pifia de Cerberino,Bourde de cerbère moignon,Zerbussiflups,Flub di Decerbero,Erro de Cerberub,Cerberub Flub
EABILITY_MAUL_NAME,撕咬,,Vapuleo,Mutilation,Zerfleischen,Dilaniamento,Espancamento,撕咬
EABILITY_DEATH_NAME,死亡,,Muerte,Mort,Tod,Morte,Morte,死亡
EABILITY_PESTILENCE_NAME,瘟疫,,Pestilencia,Pestilence,Pestilenz,Pestilenza,Pestilência,瘟疫
EABILITY_FAMINE_NAME,饑荒,,Hambruna,Famine,Hungersnot,Carestia,Fome,饑荒
EABILITY_WAR_NAME,戰爭,,Guerra,Guerre,Krieg,Guerra,Guerra,戰爭
EABILITY_LUCIFER_NAME,路西法,,Lucifer,Lucifer,Luzifer,Lucifero,Lúcifer,路西法
EABILITY_PENTAGRAM_NAME,五角星,,Pentáculo,Pentagramme,Pentagramm,Pentagramma,Pentagrama,五角星
EABILITY_IMBUE_NAME,灌輸,,Impregnación,Imprégnation,Durchtränken,Infusione,Imbuir,灌輸
EABILITY_SHARDSOFICE_NAME,冰片,,Fragmentos de hielo,Éclats de glace,Eissplitter,Schegge di Ghiaccio,Fragmentos de Gelo,冰片
EABILITY_SNOW_NAME,雪,,Nieve,Neige,Schnee,Neve,Neve,雪
EABILITY_LIGHTNINGDASH_NAME,閃電衝刺,,Carrera relámpago,Charge électrique,Blitzansturm,Scatto Fulmineo,Impulso Elétrico,閃電衝刺
EABILITY_LIGHTNINGSTORM_NAME,閃電風暴,,Tormenta eléctrica,Tempête d'éclairs,Gewitter,Tempesta di Fulmini,Tempestade de Raios,閃電風暴
EABILITY_QUAKE_NAME,地震,,Temblor,Séisme,Erdbeben,Terremoto,Terremoto,地震
EABILITY_MOONMANCHARGE_NAME,:O,,:O,:O,:O,:O,:O,:O
EABILITY_CALLFORHELP_NAME,呼救,,Llamada de socorro,Appel à l'aide,Hilferuf,Richiesta di Aiuto,Pedido de Ajuda,呼救
EABILITY_FOOGABUNGA_NAME,Fooga Bunga,,Fooga Bunga,Fooga Bunga,Fugga Bunga,Fooga Bunga,Fooga Bunga,Fooga Bunga
EABILITY_POUNCE_NAME,撲擊,,Acometida,Bond,Anspringen,Guizzo,Agressão,撲擊
EABILITY_GRUKOOGMOOGA_NAME,格魯克 烏格 莫加,,¡Gruk oog mooga!,Gruk Oog Mooga,Gruk Uck Mugga,Gruk Oog Mooga,Gruk Oog Mooga,格魯克 烏格 莫加
EABILITY_ATOOKTHAGKAT_NAME,阿圖克 塔格 卡特,"""attack that cat"" in cave speak",Gato ñamñam,Atak sseu cha,Katza haun,Atak Que Gat,Atook Thag Kat,阿圖克 塔格 卡特
EABILITY_RAOOGFOOBA_NAME,拉歐格 弗巴,,¡Raoog fooba!,Raoog Fooba,Rauck Fubba,Raoog Fooba,Raoog Fooba,拉歐格 弗巴
EABILITY_ICEBREATH_NAME,冰息,,Aliento de hielo,Souffle de glace,Eisatem,Soffio di Ghiaccio,Hálito de Gelo,冰息
EABILITY_STAMPEDE_NAME,踩踏,,Estampida,Débandade,Stampede,Stampede,Debandada,踩踏
EABILITY_PUSH_NAME,推開,,Empellón,Poussée,Schubser,Spinta,Empurrão,推開
EABILITY_ROCKTOSS_NAME,擲石,,Lanzamiento de roca,Lancer de pierre,Steinwurf,Lancio di Pietra,Lançar Pedra,擲石
EABILITY_BOOGA_NAME,布加！,,¡Booga!,Booga&nbsp;!,Popl!,Booga!,Booga!,布加！
EABILITY_BLIZZARD_NAME,暴風雪,,Ventisca,Blizzard,Schneesturm,Valanga,Tempestade de Neve,暴風雪
EABILITY_FROSTBREATH_NAME,霜息,,Aliento de escarcha,Souffle de glace,Frostatem,Soffio Gelido,Hálito Gelado,霜息
EABILITY_PECK_NAME,啄擊,,Picoteo,Bise,Pikser,Beccata,Bicada,啄擊
EABILITY_BEFEHL_NAME,命令,"enemies and their abilities in the ""nazi robot future"" area have Germanglish names (german-english nonsense). These either shouldnt be translated, or you can hybridize them swapping the other language for the english portions (Ex, Überman -> Überhombre).",Befehl,Befehl,Befehl,Befehl,Befehl,命令
EABILITY_LASAGNEFLOPPEN_NAME,千層麪翻轉,lasagna flop (the enemy looks like garfield),Lasañafloppen,Lasagnefloppen,Lasagnefloppen,Lasagnafloppen,Lasagnefloppen,千層麪翻轉
EABILITY_FUTUREBOTEXECUTE_NAME,執行,,Ausführen,Ausführen,Hinrichten,Ausführen,Ausführen,執行
EABILITY_BEWEGEN_NAME,移動,,Bewegen,Bewegen,Marschbefehl,Bewegen,Bewegen,移動
EABILITY_BLITZKRIEG_NAME,閃電戰,,Blitzkrieg,Blitzkrieg,Blitzkrieg,Blitzkrieg,Blitzkrieg,閃電戰
EABILITY_DUMP_NAME,投擲,,Evacuación,Excrément,Häufchen,Scarica,Despejo,投擲
EABILITY_LOOGIE_NAME,鼻涕蟲,,Gargajo,Mollard,Rotze,Catarro,Focinho,鼻涕蟲
EABILITY_POSSESS_NAME,附身,,Posesión,Possession,Besitz ergreifen,Possessione,Possuir,附身
EABILITY_REANIMATE_NAME,復活,,Reanimación,Retour à la vie,Reanimation,Rianimazione,Reanimar,復活
EABILITY_PREDICT_NAME,預測,,Predicción,Prédiction,Vorhersehen,Predizione,Predição,預測
EABILITY_DISABLE_NAME,禁用,,Deshabilitación,Désactivation,Deaktivieren,Disabilitazione,Desabilitar,禁用
EABILITY_STOPHITTINGYOURSELF_NAME,停止自殘,,No autolesionarse,Arrête de te taper,"Hör auf, dich selbst zu schlagen",Smettila di Colpirti,Pare de se Bater,停止自殘
EABILITY_PROTECT_NAME,保護,,Protección,Protection,Schützen,Protezione,Proteção,保護
EABILITY_CRASH_NAME,崩潰,,Colisión,Collision,Absturz,Scontro,Batida,崩潰
EABILITY_HOLYLIGHT_NAME,聖光,,Luz sagrada,Lumière sainte,Heiliges Licht,Luce Sacra,Luz Sagrada,聖光
EABILITY_REVIVE_NAME,復活,,Resucitación,Réanimation,Wiederbeleben,Risuscitazione,Reviver,復活
EABILITY_ALLURE_NAME,魅力,,Atracción,Attrait,Reiz,Fascino,Atração,魅力
EABILITY_POISONKISS_NAME,毒吻,,Beso venenoso,Baiser empoisonné,Giftkuss,Bacio Avvelenato,Beijo Venenoso,毒吻
EABILITY_HOLYWIND_NAME,聖風,,Viento sagrado,Vent sacré,Heiliger Wind,Vento Sacro,Vento Sagrado,聖風
EABILITY_ABSORBSOUL_NAME,吸取靈魂,,Absorción de alma,Absorption d'âme,Seele absorbieren,Assorbimento dell'Anima,Absorver Alma,吸取靈魂
EABILITY_DEFECATE_NAME,排便,,Defecación,Défécation,Koten,Defecazione,Defecar,排便
EABILITY_LEAP_NAME,跳躍,,Brinco,Saut,Sprung,Balzo,Salto,跳躍
EABILITY_LIGHTNINGBURST_NAME,閃電爆發,,Ráfaga de rayos,Explosion électrique,Blitzausbruch,Esplosione di Fulmini,Explosão Elétrica,閃電爆發
EABILITY_BRAMBLESHOT_NAME,荊棘射擊,,Tiro de zarzas,Tir épineux,Dornenschuss,Colpo di Rovi,Disparo de Espinheiro,荊棘射擊
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
