KEY,en,notes,sp,fr,de,it,pt-br,zh
ABILITY_UNLOCK_HUNTER_COLORLESS,所有猫咪现在可以学习“Path of the Hunter”！,,¡Ahora todos los gatos pueden aprender Camino del cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Voies des Sentinelles&nbsp;» !,Alle Katzen können jetzt „Der Weg des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Cacciatore""!","Agora todos os gatos podem aprender o ""Caminho do Caçador""!",所有貓咪現在可以學習“Path of the Hunter”！
ABILITY_UNLOCK_MAGE_COLORLESS,所有猫咪现在可以学习“Path of the Mage”！,,¡Ahora todos los gatos pueden aprender Camino del mago!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Mages&nbsp;» !,Alle Katzen können jetzt „Der Weg des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Mago""!","Agora todos os gatos podem aprender o ""Caminho do Mago""!",所有貓咪現在可以學習“Path of the Mage”！
ABILITY_UNLOCK_MEDIC_COLORLESS,所有猫咪现在可以学习“Path of the Cleric”！,,¡Ahora todos los gatos pueden aprender Camino del clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Sages&nbsp;» !,Alle Katzen können jetzt „Der Weg des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Chierico""!","Agora todos os gatos podem aprender o ""Caminho do Clérigo""!",所有貓咪現在可以學習“Path of the Cleric”！
ABILITY_UNLOCK_THIEF_COLORLESS,所有猫咪现在可以学习“Path of the Thief”！,,¡Ahora todos los gatos pueden aprender Camino del ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Fourbes&nbsp;» !,Alle Katzen können jetzt „Der Weg des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Ladro""!","Agora todos os gatos podem aprender o ""Caminho do Ladrão""!",所有貓咪現在可以學習“Path of the Thief”！
ABILITY_UNLOCK_TANK_COLORLESS,所有猫咪现在可以学习“Path of the Tank”！,,¡Ahora todos los gatos pueden aprender Camino del tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Tanks&nbsp;» !,Alle Katzen können jetzt „Der Weg des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Corazzato""!","Agora todos os gatos podem aprender o ""Caminho do Tanque""!",所有貓咪現在可以學習“Path of the Tank”！
ABILITY_UNLOCK_NECROMANCER_COLORLESS,所有猫咪现在可以学习“Path of the Necromancer”！,,¡Ahora todos los gatos pueden aprender Camino del nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Occultistes&nbsp;» !,Alle Katzen können jetzt „Der Weg des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Necromante""!","Agora todos os gatos podem aprender o ""Caminho do Necromante""!",所有貓咪現在可以學習“Path of the Necromancer”！
ABILITY_UNLOCK_PSYCHIC_COLORLESS,所有猫咪现在可以学习“Path of the Psychic”！,,¡Ahora todos los gatos pueden aprender Camino del ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Médiums&nbsp;» !,Alle Katzen können jetzt „Der Weg des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dello Psionico""!","Agora todos os gatos podem aprender o ""Caminho do Psíquico""!",所有貓咪現在可以學習“Path of the Psychic”！
ABILITY_UNLOCK_TINKERER_COLORLESS,所有猫咪现在可以学习“Path of the Tinkerer”！,,¡Ahora todos los gatos pueden aprender Camino del manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Scientifiques&nbsp;» !,Alle Katzen können jetzt „Der Weg des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dell'Inventore""!","Agora todos os gatos podem aprender o ""Caminho do Artífice""!",所有貓咪現在可以學習“Path of the Tinkerer”！
ABILITY_UNLOCK_BUTCHER_COLORLESS,所有猫咪现在可以学习“Path of the Butcher”！,,¡Ahora todos los gatos pueden aprender Camino del carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Barbares&nbsp;» !,Alle Katzen können jetzt „Der Weg des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Macellaio""!","Agora todos os gatos podem aprender o ""Caminho do Açougueiro""!",所有貓咪現在可以學習“Path of the Butcher”！
ABILITY_UNLOCK_DRUID_COLORLESS,所有猫咪现在可以学习“Path of the Druid”！,,¡Ahora todos los gatos pueden aprender Camino del druida!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Druides&nbsp;» !,Alle Katzen können jetzt „Der Weg des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Druido""!","Agora todos os gatos podem aprender o ""Caminho do Druida""!",所有貓咪現在可以學習“Path of the Druid”！
ABILITY_UNLOCK_MONK_COLORLESS,所有猫咪现在可以学习“Path of the Monk”！,,¡Ahora todos los gatos pueden aprender Camino del monje!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Moines&nbsp;» !,Alle Katzen können jetzt „Der Weg des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Monaco""!","Agora todos os gatos podem aprender o ""Caminho do Monge""!",所有貓咪現在可以學習“Path of the Monk”！
ABILITY_UNLOCK_COLORLESS_COLORLESS,所有猫咪现在都可以学习“虚空之道”！,,¡Ahora todos los gatos pueden aprender Camino del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Voie du vide&nbsp;» !,Alle Katzen können jetzt „Der Weg der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Vuoto""!","Agora todos os gatos podem aprender o ""Caminho do Vazio""!",所有貓咪現在都可以學習“虛空之道”！
ABILITY_UNLOCK_JESTER_COLORLESS,所有猫咪现在都可以学习“小丑之道”！,,¡Ahora todos los gatos pueden aprender Camino del bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Jokers&nbsp;» !,Alle Katzen können jetzt „Der Weg des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Giullare""!","Agora todos os gatos podem aprender o ""Caminho do Curinga""!",所有貓咪現在都可以學習“小丑之道”！
,,,,,,,,
PASSIVE_UNLOCK_FIGHTER_COLORLESS,所有猫咪现在都可以学习“战士之魂”！,,¡Ahora todos los gatos pueden aprender Alma de luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Pugiliste&nbsp;» !,Alle Katzen können jetzt „Seele des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Guerriero""!","Agora todos os gatos podem aprender a ""Alma de Lutador""!",所有貓咪現在都可以學習“戰士之魂”！
PASSIVE_UNLOCK_HUNTER_COLORLESS,所有猫咪现在都可以学习“猎人之魂”！,,¡Ahora todos los gatos pueden aprender Alma de cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sentinelle&nbsp;» !,Alle Katzen können jetzt „Seele des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Cacciatore""!","Agora todos os gatos podem aprender a ""Alma de Caçador""!",所有貓咪現在都可以學習“獵人之魂”！
PASSIVE_UNLOCK_MAGE_COLORLESS,所有猫咪现在都可以学习“法师之魂”！,,¡Ahora todos los gatos pueden aprender Alma de mago!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Mage&nbsp;» !,Alle Katzen können jetzt „Seele des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Mago""!","Agora todos os gatos podem aprender a ""Alma de Mago""!",所有貓咪現在都可以學習“法師之魂”！
PASSIVE_UNLOCK_MEDIC_COLORLESS,所有猫咪现在都可以学习“牧师之魂”！,,¡Ahora todos los gatos pueden aprender Alma de clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sage&nbsp;» !,Alle Katzen können jetzt „Seele des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Chierico""!","Agora todos os gatos podem aprender a ""Alma de Clérigo""!",所有貓咪現在都可以學習“牧師之魂”！
PASSIVE_UNLOCK_THIEF_COLORLESS,所有猫咪现在都可以学习“盗贼之魂”！,,¡Ahora todos los gatos pueden aprender Alma de ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Fourbe&nbsp;» !,Alle Katzen können jetzt „Seele des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Ladro""!","Agora todos os gatos podem aprender a ""Alma de Ladrão""!",所有貓咪現在都可以學習“盜賊之魂”！
PASSIVE_UNLOCK_TANK_COLORLESS,所有猫咪现在都可以学习“坦克之魂”！,,¡Ahora todos los gatos pueden aprender Alma de tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Tank&nbsp;» !,Alle Katzen können jetzt „Seele des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Corazzato""!","Agora todos os gatos podem aprender a ""Alma de Tanque""!",所有貓咪現在都可以學習“坦克之魂”！
PASSIVE_UNLOCK_NECROMANCER_COLORLESS,所有猫咪现在都可以学习“死灵法师之魂”！,,¡Ahora todos los gatos pueden aprender Alma de nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Âme d'Occultiste&nbsp;» !,Alle Katzen können jetzt „Seele des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Necromante""!","Agora todos os gatos podem aprender a ""Alma de Necromante""!",所有貓咪現在都可以學習“死靈法師之魂”！
PASSIVE_UNLOCK_PSYCHIC_COLORLESS,所有猫咪现在都可以学习“灵能者之魂”！,,¡Ahora todos los gatos pueden aprender Alma de ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Médium&nbsp;» !,Alle Katzen können jetzt „Seele des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Anima dello Psionico""!","Agora todos os gatos podem aprender a ""Alma de Psíquico""!",所有貓咪現在都可以學習“靈能者之魂”！
PASSIVE_UNLOCK_TINKERER_COLORLESS,所有猫咪现在都可以学习“发明家之魂”！,,¡Ahora todos los gatos pueden aprender Alma de manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Scientifique&nbsp;» !,Alle Katzen können jetzt „Seele des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Anima dell'Inventore""!","Agora todos os gatos podem aprender a ""Alma de Artífice""!",所有貓咪現在都可以學習“發明家之魂”！
PASSIVE_UNLOCK_BUTCHER_COLORLESS,所有猫咪现在都可以学习“屠夫之魂”！,,¡Ahora todos los gatos pueden aprender Alma de carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Barbare&nbsp;» !,Alle Katzen können jetzt „Seele des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Macellaio""!","Agora todos os gatos podem aprender a ""Alma de Açougueiro""!",所有貓咪現在都可以學習“屠夫之魂”！
PASSIVE_UNLOCK_DRUID_COLORLESS,所有猫咪现在都可以学习“德鲁伊之魂”！,,¡Ahora todos los gatos pueden aprender Alma de druida!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Druide&nbsp;» !,Alle Katzen können jetzt „Seele des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Druido""!","Agora todos os gatos podem aprender a ""Alma de Druida""!",所有貓咪現在都可以學習“德魯伊之魂”！
PASSIVE_UNLOCK_MONK_COLORLESS,所有猫咪现在都可以学习“僧侣之魂”！,,¡Ahora todos los gatos pueden aprender Alma de monje!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Moine&nbsp;» !,Alle Katzen können jetzt „Seele des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Monaco""!","Agora todos os gatos podem aprender a ""Alma de Monge""!",所有貓咪現在都可以學習“僧侶之魂”！
PASSIVE_UNLOCK_COLORLESS_COLORLESS,所有猫咪现在都可以学习“虚空之魂”！,,¡Ahora todos los gatos pueden aprender Alma del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Âme vide&nbsp;» !,Alle Katzen können jetzt „Seele der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Vuoto""!","Agora todos os gatos podem aprender a ""Alma de Vácuo""!",所有貓咪現在都可以學習“虛空之魂”！
PASSIVE_UNLOCK_JESTER_COLORLESS,所有猫咪现在都可以学习“小丑之魂”！,,¡Ahora todos los gatos pueden aprender Alma de bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Joker&nbsp;» !,Alle Katzen können jetzt „Seele des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Giullare""!","Agora todos os gatos podem aprender a ""Alma de Curinga""!",所有貓咪現在都可以學習“小丑之魂”！
,,,,,,,,
SONG_UNLOCK_ALLEY,“吃老鼠”现在已加入电台播放列表！,,¡Se ha añadido «Eatin' Rats» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mange-rats&nbsp;» à la radio !,„Eatin‘ Rats“ kann jetzt im Radio laufen!,"Ora ""Eatin' Rats"" è nella playlist della radio!","""Eatin' Rats"" foi adicionada à lista de reprodução de rádio!",“喫老鼠”現在已加入電臺播放列表！
SONG_UNLOCK_SEWERS,“冲刷”现在已加入电台播放列表！,,¡Se ha añadido «Flush» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chasse&nbsp;» à la radio !,„Flush“ kann jetzt im Radio laufen!,"Ora ""Flush"" è nella playlist della radio!","""Flush"" foi adicionada à lista de reprodução de rádio!",“沖刷”現在已加入電臺播放列表！
SONG_UNLOCK_JUNKYARD,“垃圾桶猫咪”现在已加入电台播放列表！,,¡Se ha añadido «Chumbucket Kitty» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaton à la bouillie&nbsp;» à la radio !,„Chumbucket Kitty“ kann jetzt im Radio laufen!,"Ora ""Chumbucket Kitty"" è nella playlist della radio!","""Chumbucket Kitty"" foi adicionada à lista de reprodução de rádio!",“垃圾桶貓咪”現在已加入電臺播放列表！
SONG_UNLOCK_CAVES,“晶体梦境”现在已加入电台播放列表！,,¡Se ha añadido «Crystalline Dreams» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Rêves cristallins&nbsp;» à la radio !,„Crystalline Dreams“ kann jetzt im Radio laufen!,"Ora ""Crystalline Dreams"" è nella playlist della radio!","""Crystalline Dreams"" foi adicionada à lista de reprodução de rádio!",“晶體夢境”現在已加入電臺播放列表！
SONG_UNLOCK_BONEYARD,"""Them Kitty Bones"" 现在已加入电台播放列表！",,¡Se ha añadido «Them Kitty Bones» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Os de chaton&nbsp;» à la radio !,„Them Kitty Bones“ kann jetzt im Radio laufen!,"Ora ""Them Kitty Bones"" è nella playlist della radio!","""Them Kitty Bones"" foi adicionada à lista de reprodução de rádio!","""Them Kitty Bones"" 現在已加入電臺播放列表！"
SONG_UNLOCK_MEATWORLD,"""Sweet Delicious"" 现在已加入电台播放列表！",,¡Se ha añadido «Sweet Delicious» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Délicieux et juteux&nbsp;» à la radio !,„Sweet Delicious“ kann jetzt im Radio laufen!,"Ora ""Sweet Delicious"" è nella playlist della radio!","""Sweet Delicious"" foi adicionada à lista de reprodução de rádio!","""Sweet Delicious"" 現在已加入電臺播放列表！"
SONG_UNLOCK_THROBBINGKING,"""Throbbing King"" 现在已加入电台播放列表！",,¡Se ha añadido «Throbbing King» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Roi lancinant&nbsp;» à la radio !,„Throbbing King“ kann jetzt im Radio laufen!,"Ora ""Throbbing King"" è nella playlist della radio!","""Throbbing King"" foi adicionada à lista de reprodução de rádio!","""Throbbing King"" 現在已加入電臺播放列表！"
SONG_UNLOCK_GUILLOTINA,"""Guillotina"" 现在已加入电台播放列表！",,¡Se ha añadido «Guillotina» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Guillotina&nbsp;» à la radio !,„Guillotina“ kann jetzt im Radio laufen!,"Ora ""Guillotina"" è nella playlist della radio!","""Guillotina"" foi adicionada à lista de reprodução de rádio!","""Guillotina"" 現在已加入電臺播放列表！"
SONG_UNLOCK_DESERT,"""Lonesome Road"" 现在已加入电台播放列表！",,¡Se ha añadido «Lonesome Road» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chemin solitaire&nbsp;» à la radio !,„Lonesome Road“ kann jetzt im Radio laufen!,"Ora ""Lonesome Road"" è nella playlist della radio!","""Lonesome Road"" foi adicionada à lista de reprodução de rádio!","""Lonesome Road"" 現在已加入電臺播放列表！"
SONG_UNLOCK_CRATER,"""Feline Invader"" 现在已加入电台播放列表！",,¡Se ha añadido «Feline Invader» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Invasion féline&nbsp;» à la radio !,„Feline Invader“ kann jetzt im Radio laufen!,"Ora ""Feline Invader"" è nella playlist della radio!","""Feline Invader"" foi adicionada à lista de reprodução de rádio!","""Feline Invader"" 現在已加入電臺播放列表！"
SONG_UNLOCK_BUNKER,"""Alone in the Dark"" 现在已加入电台播放列表！",,¡Se ha añadido «Alone in the Dark» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Solitaire dans le noir&nbsp;» à la radio !,„Alone in the Dark“ kann jetzt im Radio laufen!,"Ora ""Alone in the Dark"" è nella playlist della radio!","""Alone in the Dark"" foi adicionada à lista de reprodução de rádio!","""Alone in the Dark"" 現在已加入電臺播放列表！"
SONG_UNLOCK_MOON,"""So High"" 现在已加入电台播放列表！",,¡Se ha añadido «So High» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mauvais trip&nbsp;» à la radio !,„So High“ kann jetzt im Radio laufen!,"Ora ""So High"" è nella playlist della radio!","""So High"" foi adicionada à lista de reprodução de rádio!","""So High"" 現在已加入電臺播放列表！"
SONG_UNLOCK_CORE,"""Down with the Devil"" 现在已加入电台播放列表！",,¡Se ha añadido «Down with the Devil» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Danser avec le diable&nbsp;» à la radio !,„Down with the Devil“ kann jetzt im Radio laufen!,"Ora ""Down with the Devil"" è nella playlist della radio!","""Down with the Devil"" foi adicionada à lista de reprodução de rádio!","""Down with the Devil"" 現在已加入電臺播放列表！"
SONG_UNLOCK_DIMENSIONX,"""Chaos"" 现在已加入电台播放列表！",,¡Se ha añadido «Chaos» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaos&nbsp;» à la radio !,„Chaos“ kann jetzt im Radio laufen!,"Ora ""Chaos"" è nella playlist della radio!","""Chaos"" foi adicionada à lista de reprodução de rádio!","""Chaos"" 現在已加入電臺播放列表！"
SONG_UNLOCK_SCRAMBLED,"""Scrambled"" 现在已加入电台播放列表！",,¡Se ha añadido «Scrambled» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brouillage&nbsp;» à la radio !,„Scrambled“ kann jetzt im Radio laufen!,"Ora ""Scrambled"" è nella playlist della radio!","""Scrambled"" foi adicionada à lista de reprodução de rádio!","""Scrambled"" 現在已加入電臺播放列表！"
SONG_UNLOCK_KAIJUS,"""Brush Your Teeth"" 现在已加入电台播放列表！",,¡Se ha añadido «Brush Your Teeth» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brosse-toi les dents&nbsp;» à la radio !,„Brush Your Teeth“ kann jetzt im Radio laufen!,"Ora ""Brush Your Teeth"" è nella playlist della radio!","""Brush Your Teeth"" foi adicionada à lista de reprodução de rádio!","""Brush Your Teeth"" 現在已加入電臺播放列表！"
SONG_UNLOCK_LAB,"""Endless Misery"" 现在已加入电台播放列表！",,¡Se ha añadido «Endless Misery» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Misère éternelle&nbsp;» à la radio !,„Endless Misery“ kann jetzt im Radio laufen!,"Ora ""Endless Misery"" è nella playlist della radio!","""Endless Misery"" foi adicionada à lista de reprodução de rádio!","""Endless Misery"" 現在已加入電臺播放列表！"
SONG_UNLOCK_FUTURE,"""Humanicide"" 现在已加入电台播放列表！",,¡Se ha añadido «Humanicide» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Apocalypse&nbsp;» à la radio !,„Humanicide“ kann jetzt im Radio laufen!,"Ora ""Humanicide"" è nella playlist della radio!","""Humanicide"" foi adicionada à lista de reprodução de rádio!","""Humanicide"" 現在已加入電臺播放列表！"
SONG_UNLOCK_ICEAGE,"""Mom I Really Hate You"" 现在已加入电台播放列表！",,¡Se ha añadido «Mom I Really Hate You» a la lista de la radio!,"Vous pouvez désormais écouter «&nbsp;Maman, je te déteste&nbsp;» à la radio !",„Mom I Really Hate You“ kann jetzt im Radio laufen!,"Ora ""Mom I Really Hate You"" è nella playlist della radio!","""Mom I Really Hate You"" foi adicionada à lista de reprodução de rádio!","""Mom I Really Hate You"" 現在已加入電臺播放列表！"
SONG_UNLOCK_THEEND,"""We're Dead"" 现在已加入电台播放列表！",,¡Se ha añadido «We're Dead» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;On va tous mourir&nbsp;» à la radio !,„We're Dead“ kann jetzt im Radio laufen!,"Ora ""We're Dead"" è nella playlist della radio!","""We're Dead"" foi adicionada à lista de reprodução de rádio!","""We're Dead"" 現在已加入電臺播放列表！"
SONG_UNLOCK_JURASSIC,"""Tuff"" 现在已加入电台播放列表！",,¡Se ha añadido «Tuff» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Tuf&nbsp;» à la radio !,„Tuff“ kann jetzt im Radio laufen!,"Ora ""Tuff"" è nella playlist della radio!","""Tuff"" foi adicionada à lista de reprodução de rádio!","""Tuff"" 現在已加入電臺播放列表！"
SONG_UNLOCK_THEINFINITE,"""Angel Wings"" 现在已加入电台播放列表！",,¡Se ha añadido «Angel Wings» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Ailes angéliques&nbsp;» à la radio !,„Angel Wings“ kann jetzt im Radio laufen!,"Ora ""Angel Wings"" è nella playlist della radio!","""Angel Wings"" foi adicionada à lista de reprodução de rádio!","""Angel Wings"" 現在已加入電臺播放列表！"
SONG_UNLOCK_FINALBOSS,"""Dig Your Own Grave"" 现在已加入电台播放列表！",,¡Se ha añadido «Dig Your Own Grave» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Continue de creuser&nbsp;» à la radio !,„Dig Your Own Grave“ kann jetzt im Radio laufen!,"Ora ""Dig Your Own Grave"" è nella playlist della radio!","""Dig Your Own Grave"" foi adicionada à lista de reprodução de rádio!","""Dig Your Own Grave"" 現在已加入電臺播放列表！"
SONG_UNLOCK_TERMINATOR,"""Taser Paws"" 现在已加入电台播放列表！",,¡Se ha añadido «Taser Paws» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Pattaser&nbsp;» à la radio !,„Taser Paws“ kann jetzt im Radio laufen!,"Ora ""Taser Paws"" è nella playlist della radio!","""Taser Paws"" foi adicionada à lista de reprodução de rádio!","""Taser Paws"" 現在已加入電臺播放列表！"
SONG_UNLOCK_HITLERIII,“末日裂隙”现已加入电台播放列表！,,¡Se ha añadido «Crack of Doom» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Début de la fin&nbsp;» à la radio !,„Crack of Doom“ kann jetzt im Radio laufen!,"Ora ""Crack of Doom"" è nella playlist della radio!","""Crack of Doom"" foi adicionada à lista de reprodução de rádio!",“末日裂隙”現已加入電臺播放列表！
SONG_UNLOCK_CHAOS_FORWARD,“疯狂日”现已加入电台播放列表！,,¡Se ha añadido «Crazy Days» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Période dingue&nbsp;» à la radio !,„Crazy Days“ kann jetzt im Radio laufen!,"Ora ""Crazy Days"" è nella playlist della radio!","""Crazy Days"" foi adicionada à lista de reprodução de rádio!",“瘋狂日”現已加入電臺播放列表！
SONG_UNLOCK_CHAOS_BACKWARD,“闪电之击”现已加入电台播放列表！,,¡Se ha añadido «Bolt of Lightning» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Éclair&nbsp;» à la radio !,„Bolt of Lightning“ kann jetzt im Radio laufen!,"Ora ""Bolt of Lightning"" è nella playlist della radio!","""Bolt of Lightning"" foi adicionada à lista de reprodução de rádio!",“閃電之擊”現已加入電臺播放列表！
,,,,,,,,
ITEM_UNLOCK_GENERIC,已解锁 {item}！,,Se ha desbloqueado un objeto: ¡{item}!,«&nbsp;{item}&nbsp;» est maintenant disponible !,„{item}“ wurde freigeschaltet!,"Hai sbloccato ""{item}""!","Item desbloqueado: ""{item}""!",已解鎖 {item}！
,,,,,,,,
CUTSCENE_GUILLOTINA_1,Guillotina 正向你逼近！,,¡Guillotina va a por ti!,Guillotina en a après vous !,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!,Guillotina 正向你逼近！
CUTSCENE_GUILLOTINA_1_REMATCH,Guillotina 正向你逼近！,,¡Guillotina va a por ti!,Guillotina en a après vous !,"Guillotina kommt, um dich zu holen!",Guillotina sta venendo a prenderti!,Guilhotina está vindo atrás de você!,Guillotina 正向你逼近！
CUTSCENE_GUILLOTINA_2,Guillotina 正在返回！,,¡Guillotina vuelve!,Guillotina est revenue !,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!,Guillotina 正在返回！
CUTSCENE_GUILLOTINA_2_REMATCH,Guillotina 正在返回！,,¡Guillotina vuelve!,Guillotina est revenue !,Guillotina kehrt zurück!,Guillotina sta tornando!,Guilhotina está voltando!,Guillotina 正在返回！
CUTSCENE_GUILLOTINA_3,Guillotina 正在复仇！,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger !,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!,Guillotina 正在復仇！
CUTSCENE_GUILLOTINA_3_REMATCH,Guillotina 正在复仇！,,¡Guillotina tiene sed de venganza!,Guillotina cherche à se venger !,Guillotina hat es auf Rache abgesehen!,Guillotina vuole vendetta!,Guilhotina está em busca de vingança!,Guillotina 正在復仇！
CUTSCENE_PYROPHINA,Pyrophina 正在赶来！,,¡Pyrophina está en camino!,Pyrophina est en chemin !,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!,Pyrophina 正在趕來！
CUTSCENE_PYROPHINA_REMATCH,Pyrophina 正在赶来！,,¡Pyrophina está en camino!,Pyrophina est en chemin !,Pyrophina ist auf dem Weg!,Pyrophina è in arrivo!,Pyrophina está a caminho!,Pyrophina 正在趕來！
CUTSCENE_ZARATANA,Zaratana 正在赶来！,,¡Zaratana está en camino!,Zaratana est en chemin !,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!,Zaratana 正在趕來！
CUTSCENE_ZARATANA_REMATCH,Zaratana 正在赶来！,,¡Zaratana está en camino!,Zaratana est en chemin !,Zaratana ist auf dem Weg!,Zaratana è in arrivo!,Zaratana está a caminho!,Zaratana 正在趕來！
CUTSCENE_KAIJUFIGHT,怪兽们正在向你发起挑战！,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre !,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!,怪獸們正在向你發起挑戰！
CUTSCENE_KAIJUFIGHT_REMATCH,怪兽们正在向你发起挑战！,,¡Los kaijus te involucran en su enfrentamiento!,Les kaijus cherchent la bagarre !,Die Kaijus wollen kämpfen!,I kaijus vogliono combattere!,Os kaijus estão trazendo a luta até você!,怪獸們正在向你發起挑戰！
CUTSCENE_TERMINATOR_1,C-800 寻找你！,,¡El C-800 te busca!,C-800 vous cherche !,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!,C-800 尋找你！
CUTSCENE_TERMINATOR_1_REMATCH,C-800 寻找你！,,¡El C-800 te busca!,C-800 vous cherche !,Der C-800 ist auf der Suche nach dir!,Il C-800 ti cerca!,G-800 está procurando você!,C-800 尋找你！
